param revenue :=
  [*,1] P1 5.04851136532215, P2 8.82968369035379, P3 8.56789919787368, P4 7.08687122238756, 
  [*,1688] P1 7.46073673355373, P2 6.04696650956314, P3 8.33110040748925, P4 5.93017198320414, 
  [*,1689] P1 6.81742319652051, P2 9.14565793208095, P3 6.32823806484614, P4 5.87206059668938, 
  [*,1690] P1 7.68315999302058, P2 5.04989056726311, P3 7.87708414510255, P4 6.97699808519152, 
  [*,1691] P1 7.10295037877683, P2 9.78871116815256, P3 6.47063344241451, P4 6.33071802221444, 
  [*,1692] P1 9.57097567607513, P2 5.37516545384482, P3 7.59626348538001, P4 6.14971128746502, 
  [*,1693] P1 9.49288784889971, P2 7.61971433498441, P3 6.70423771320081, P4 6.0120514146523, 
  [*,1694] P1 6.19640836385841, P2 8.95296696666774, P3 8.02852311953002, P4 6.21043638914724, 
  [*,1695] P1 7.74956901310876, P2 6.28384583722684, P3 7.01905267963438, P4 6.5866439192847, 
  [*,1696] P1 9.22115687125277, P2 9.39823025290908, P3 7.57920003283078, P4 5.20073162915429, 
  [*,1697] P1 9.68192490391713, P2 7.52834675778034, P3 8.99268273581599, P4 6.2888873836241, 
  [*,1698] P1 8.22367611800118, P2 8.19934632774435, P3 10.081076178105, P4 6.56254124066975, 
  [*,1699] P1 5.56903139206077, P2 8.07894510659414, P3 9.49835278442298, P4 6.70577691240788, 
  [*,1700] P1 7.94558547273721, P2 5.32298509510863, P3 7.41759095742226, P4 6.08879661740378, 
  [*,1701] P1 6.53416135262724, P2 7.18972811478819, P3 7.32288060632103, P4 6.73484256790861, 
  [*,1702] P1 11.8288527577559, P2 7.09134659874076, P3 9.47365085256312, P4 5.91416328446819, 
  [*,1703] P1 11.8019411132858, P2 8.71334582854025, P3 7.67803315566809, P4 5.67843333283965, 
  [*,1704] P1 5.56517858373603, P2 9.84336174337397, P3 6.33601319587958, P4 6.99069106642807, 
  [*,1705] P1 8.34886483878657, P2 10.0946844303692, P3 5.49981337358343, P4 6.01409527917762, 
  [*,1706] P1 11.995440112284, P2 6.21783172402453, P3 8.21216006484876, P4 5.82076162452891, 
  [*,1707] P1 5.62055624085071, P2 7.89458778763774, P3 7.45099417349449, P4 6.23687556283671, 
  [*,1708] P1 10.774306902764, P2 9.87194397905731, P3 7.79074283953347, P4 5.50300869798, 
  [*,1709] P1 6.65997825793004, P2 10.5859447589004, P3 6.1551760700487, P4 5.77791455014051, 
  [*,1710] P1 8.32908548448449, P2 5.26738087993253, P3 11.0686379098293, P4 6.76378378814418, 
  [*,1711] P1 7.71128003492558, P2 7.30813864794671, P3 10.2920879326377, P4 6.86843874253988, 
  [*,1712] P1 9.68355987625705, P2 5.66051898498528, P3 8.71019351368167, P4 5.89909469612162, 
  [*,1713] P1 5.31426703156348, P2 7.90184465614782, P3 5.97815580802615, P4 6.49960738595918, 
  [*,1714] P1 6.64298418579538, P2 10.1062563504748, P3 6.25140583586144, P4 5.52696793655973, 
  [*,1715] P1 6.45629373712836, P2 5.11707082834751, P3 8.93408753507972, P4 7.50708296715323, 
  [*,1716] P1 10.0787966897462, P2 6.23693075539354, P3 8.46014945408058, P4 6.52935759892516, 
  [*,1717] P1 9.71435763679812, P2 9.32643781570817, P3 6.02420131828925, P4 5.57091777211107, 
  [*,1718] P1 8.41411518928711, P2 5.07490830680946, P3 8.7421755403559, P4 6.29979635824567, 
  [*,1719] P1 10.8838127143585, P2 5.04248886547879, P3 10.7600790417835, P4 5.94107188330504, 
  [*,1720] P1 5.6625713684216, P2 10.88345384835, P3 7.22984094281015, P4 6.31929769993019, 
  [*,1721] P1 8.58035364619025, P2 11.3591782380036, P3 5.30109634209901, P4 5.35002297663418, 
  [*,1722] P1 6.05957139967244, P2 6.44999037874805, P3 8.08284810154164, P4 5.80254852622874, 
  [*,1723] P1 11.1272896962483, P2 7.79418331590807, P3 7.33767140064991, P4 5.51138980438476, 
  [*,1724] P1 11.4533611854428, P2 8.06110557090827, P3 6.51868747140466, P4 5.03625969132831, 
  [*,1725] P1 7.23581132361733, P2 7.52934047642313, P3 8.4347741617601, P4 6.82149843208584, 
  [*,1726] P1 11.8727751974762, P2 9.57959446896182, P3 5.93334666800832, P4 5.04599493343076, 
  [*,1727] P1 7.96233501346494, P2 9.02200623775427, P3 7.20603489219787, P4 5.42282426626443, 
  [*,1728] P1 11.3980842591359, P2 11.6405504279956, P3 8.8557551707542, P4 5.7396400935323, 
  [*,1729] P1 8.84091617525519, P2 9.95139274951038, P3 5.43343347000942, P4 5.67076682530333, 
  [*,1730] P1 8.62007754670776, P2 5.50981947767245, P3 7.60691046913853, P4 6.01258344530035, 
  [*,1731] P1 7.63350977860447, P2 5.87577622216025, P3 6.3762111455473, P4 6.91973983871712, 
  [*,1732] P1 11.6231132561154, P2 5.18616724170483, P3 6.5738397275278, P4 5.75856093358637, 
  [*,1733] P1 10.2722637364126, P2 10.0617050963502, P3 7.26629330333173, P4 5.3167765309477, 
  [*,1734] P1 10.2000448652856, P2 8.29278476506104, P3 8.2746570239894, P4 5.64368737115555, 
  [*,1735] P1 10.7419802640963, P2 11.8614754634853, P3 5.91242929523425, P4 5.77676408262859, 
  [*,1736] P1 9.39553342415068, P2 5.94374955684919, P3 8.15464801858305, P4 5.48730780588306, 
  [*,1737] P1 7.05324966821096, P2 7.5056278711054, P3 8.04293290178928, P4 6.59379764464301, 
  [*,1738] P1 6.15983104979797, P2 6.34913305379335, P3 8.51067496510609, P4 7.78583810688369, 
  [*,1739] P1 11.0764682860102, P2 6.88849523733205, P3 7.38262269739598, P4 5.1722745204193, 
  [*,1740] P1 5.55353207910635, P2 6.63657502551304, P3 8.78886944730609, P4 7.1000506316741, 
  [*,1741] P1 8.09573576561398, P2 5.07438420203043, P3 10.3711762209748, P4 6.3721373859982, 
  [*,1742] P1 10.0750420367569, P2 5.9819232076194, P3 10.4749587297055, P4 6.09161694407139, 
  [*,1743] P1 10.9542163002294, P2 9.73627021509919, P3 6.56907169044568, P4 5.09451141702135, 
  [*,1744] P1 9.69430222212088, P2 8.98296180598742, P3 9.16419088763534, P4 5.41070922025153, 
  [*,1745] P1 9.91757637972121, P2 9.57595173983516, P3 5.8337026020396, P4 5.88174799764601, 
  [*,1746] P1 10.1332943453113, P2 8.73475630483924, P3 7.3025243263825, P4 6.06644942949635, 
  [*,1747] P1 5.59959216355394, P2 11.6761397124582, P3 7.03968002005068, P4 6.54566371895762, 
  [*,1748] P1 5.59369647547596, P2 7.71145107846247, P3 6.08408266643564, P4 6.67997499355212, 
  [*,1749] P1 9.09350147718875, P2 11.3359491074267, P3 5.21042917996528, P4 5.34441404531266, 
  [*,1750] P1 11.804386107572, P2 10.8177947414242, P3 5.52639825663682, P4 5.73662566446161, 
  [*,1751] P1 6.00080201990916, P2 8.0529433608477, P3 9.79166371716712, P4 7.61483714650483, 
  [*,1752] P1 6.97732115454009, P2 8.32728156190307, P3 7.2224521656077, P4 6.47315351821735, 
  [*,1753] P1 11.3372168298471, P2 5.70431759469588, P3 6.63924313656724, P4 5.53380903890328, 
  [*,1754] P1 7.92333711347133, P2 9.25223038959157, P3 6.23733812033297, P4 5.62809466076058, 
  [*,1755] P1 7.47603985878064, P2 9.7273699044573, P3 6.80205426690533, P4 6.51828497333784, 
  [*,1756] P1 5.01578796106133, P2 6.91503345093751, P3 11.7862777394242, P4 6.93486762271598, 
  [*,1757] P1 9.26427949409125, P2 10.9519132107662, P3 5.61896738409345, P4 6.24646711708505, 
  [*,1758] P1 8.20388538560309, P2 9.79902547429395, P3 7.87552564840421, P4 5.57329548089691, 
  [*,1759] P1 8.18369932062291, P2 8.6044474563373, P3 8.31324694960801, P4 5.18381789665261, 
  [*,1760] P1 6.67247914426087, P2 6.61578133683804, P3 7.74911995202374, P4 6.25200573850776, 
  [*,1761] P1 10.8964235431638, P2 7.2519207948149, P3 8.14640029560509, P4 5.22531307867722, 
  [*,1762] P1 9.00418411635499, P2 6.86395862190232, P3 7.80308340027801, P4 6.4398636356573, 
  [*,1763] P1 8.65622180267952, P2 5.77613412402552, P3 8.61928122457558, P4 6.44201386009548, 
  [*,1764] P1 6.66711455046149, P2 7.93191407798589, P3 6.25418465948061, P4 6.23608700191491, 
  [*,1765] P1 7.02948097474794, P2 11.0119240406951, P3 5.1170398023219, P4 5.82374537040479, 
  [*,1766] P1 5.37669624716965, P2 5.75545047691937, P3 6.91090674227284, P4 7.09897656806556, 
  [*,1767] P1 6.35147885531904, P2 8.12518069591672, P3 6.04731875684777, P4 6.39382542207862, 
  [*,1768] P1 9.48337664995455, P2 9.3313811342684, P3 5.55351897990377, P4 5.65029959642974, 
  [*,1769] P1 6.26053357251266, P2 10.5384674428649, P3 7.32099713625137, P4 5.95904272905954, 
  [*,1770] P1 11.9223054597892, P2 7.33819036982623, P3 8.78504416806697, P4 5.80619258268433, 
  [*,1771] P1 9.91725668419679, P2 8.10005801847044, P3 6.38971109412391, P4 5.16096905425797, 
  [*,1772] P1 5.64706873512763, P2 7.4227882416665, P3 8.71278330919731, P4 6.62316803689637, 
  [*,1773] P1 8.90742986116226, P2 10.7218589071562, P3 7.00777444147657, P4 5.08227590732626, 
  [*,1774] P1 7.73694829366432, P2 9.77905797340914, P3 5.76612400762654, P4 5.55052181204569, 
  [*,1775] P1 10.5357338435972, P2 11.5808793485504, P3 6.02620499315911, P4 5.50464579038969, 
  [*,1776] P1 7.30363561842281, P2 11.9990367784625, P3 7.15802887142731, P4 5.81964399094014, 
  [*,1777] P1 11.8202608253053, P2 7.52689079590441, P3 5.90288287028133, P4 5.7025279876145, 
  [*,1778] P1 9.60865652254147, P2 7.84781904807981, P3 5.98727254104738, P4 5.81703840988683, 
  [*,1779] P1 11.1719315256006, P2 5.26664683637865, P3 8.29971296525639, P4 5.54277968336462, 
  [*,1780] P1 7.70020127391254, P2 8.40678783350425, P3 7.4138408072988, P4 6.07710469857234, 
  [*,1781] P1 5.69591282173259, P2 8.96733907248807, P3 8.5960895135542, P4 5.87662665153187, 
  [*,1782] P1 9.78614356916418, P2 5.62033806337651, P3 6.42269791191506, P4 5.2154528756889, 
  [*,1783] P1 6.98433386727246, P2 5.74445347002427, P3 6.47206689086192, P4 7.51506766545334, 
  [*,1784] P1 10.2170590784106, P2 7.65501229447521, P3 6.75734775181613, P4 5.32190863841131, 
  [*,1785] P1 10.2438264831949, P2 6.18708947890762, P3 7.30108976911589, P4 5.98199214405148, 
  [*,1786] P1 5.74322980403938, P2 5.65742163447113, P3 6.63522061209681, P4 6.23427381146035, 
  [*,1787] P1 11.2782510305626, P2 9.74586523581939, P3 5.41869787319609, P4 5.49139368505965, 
  [*,1788] P1 5.7420759247868, P2 8.9007743869927, P3 6.04215884787054, P4 6.61841620092971, 
  [*,1789] P1 6.93826827050724, P2 9.99453483378526, P3 7.06008301808252, P4 6.44349627754312, 
  [*,1790] P1 6.78512811543541, P2 9.40364039364576, P3 6.82996077982822, P4 6.2222087714032, 
  [*,1791] P1 7.55379229138857, P2 8.98177125549295, P3 6.08928180057441, P4 5.52110811283269, 
  [*,1792] P1 5.55246712196407, P2 8.52092168832801, P3 7.14592870559836, P4 7.47595320909, 
  [*,1793] P1 9.0612032444713, P2 8.14547434243228, P3 9.00063907514248, P4 5.25522067105535, 
  [*,1794] P1 7.90067612487133, P2 5.08704442661356, P3 10.5738841345776, P4 6.43742408788837, 
  [*,1795] P1 6.00663974250422, P2 5.45315891198708, P3 8.39947395059298, P4 7.30765262242143, 
  [*,1796] P1 9.53283832982985, P2 9.29607309375929, P3 5.14506989284973, P4 5.42303827164162, 
  [*,1797] P1 9.60410757727823, P2 9.07646001621761, P3 5.72653088463508, P4 5.92665157574143, 
  [*,1798] P1 8.07806246714849, P2 6.75745540473149, P3 9.30888689188426, P4 6.78646251536354, 
  [*,1799] P1 7.1185250424724, P2 8.34517807788982, P3 7.68926815698321, P4 5.98999954713304, 
  [*,1800] P1 9.67913677965319, P2 5.19964919051615, P3 8.45341332580174, P4 6.67192584901529, 
  [*,1801] P1 5.49333605287168, P2 9.4118851587423, P3 6.82575974953895, P4 6.3433477249788, 
  [*,1802] P1 7.19349565999808, P2 7.48519446500023, P3 7.43897995844957, P4 5.94668245456007, 
  [*,1803] P1 9.54902182896851, P2 8.52689219213523, P3 9.50817715761846, P4 5.98610924449255, 
  [*,1804] P1 7.62405890607281, P2 9.96642176649748, P3 7.14049634203252, P4 5.47016556419577, 
  [*,1805] P1 11.2983140122668, P2 6.68804768563582, P3 8.29594075213687, P4 6.01719409302784, 
  [*,1806] P1 9.47905541106865, P2 9.23847181272438, P3 7.7763184101338, P4 5.98357187043008, 
  [*,1807] P1 10.6143051671122, P2 6.72976459904799, P3 5.88299258671603, P4 5.60620460627906, 
  [*,1808] P1 7.68580779268305, P2 8.02415897551474, P3 9.95209196063245, P4 6.39009023161108, 
  [*,1809] P1 8.30200601088468, P2 7.68493247055622, P3 5.88441648392988, P4 6.27768994431124, 
  [*,1810] P1 9.60744146117271, P2 9.0320203240181, P3 9.62993483413359, P4 5.78882731408873, 
  [*,1811] P1 8.17379426122452, P2 9.36711242810266, P3 5.95338530501312, P4 6.08319331810872, 
  [*,1812] P1 6.88656118674329, P2 5.9951994500505, P3 7.69814091415432, P4 6.8582392195608, 
  [*,1813] P1 7.12098814282831, P2 10.7888150035691, P3 8.10396136657412, P4 6.1962751484452, 
  [*,1814] P1 7.0466601425989, P2 5.9083585895177, P3 9.30490193879112, P4 6.98532503262244, 
  [*,1815] P1 9.58624041369813, P2 8.08787888529138, P3 7.57938916514959, P4 6.06906238802044, 
  [*,1816] P1 5.68900972006914, P2 11.3654544938856, P3 8.48007322919472, P4 6.88263796427092, 
  [*,1817] P1 7.35203201152029, P2 9.32540408795161, P3 7.38488816403379, P4 6.87914383568075, 
  [*,1818] P1 7.82388666915513, P2 6.96617826148826, P3 10.2550968711702, P4 7.05658701854818, 
  [*,1819] P1 9.67286190334234, P2 9.5598540811974, P3 5.62547765106919, P4 5.28668390806288, 
  [*,1820] P1 6.99287980326633, P2 5.79698069196931, P3 9.97430743038911, P4 6.78978924310251, 
  [*,1821] P1 7.36376327937251, P2 7.44829472470298, P3 6.48217117404483, P4 6.00090339565122, 
  [*,1822] P1 11.0638222916778, P2 8.74637574003799, P3 10.7016785871331, P4 6.15245719203024, 
  [*,1823] P1 9.80069834829038, P2 7.27542613175894, P3 8.91244516161657, P4 6.11821175936066, 
  [*,1824] P1 9.9722662777841, P2 6.44477141838751, P3 6.12678937521855, P4 6.445289848824, 
  [*,1825] P1 10.379675687229, P2 7.05049176567435, P3 10.1467090611509, P4 6.47528189726912, 
  [*,1826] P1 11.0505031723861, P2 6.39952116027856, P3 5.22916172262927, P4 5.88762703645546, 
  [*,1827] P1 6.48400768647032, P2 10.7129674294174, P3 6.47457771921228, P4 5.38322530348249, 
  [*,1828] P1 7.31768898665425, P2 7.36960851065787, P3 6.53742014128701, P4 7.235153318961, 
  [*,1829] P1 11.0867939703624, P2 11.349534612282, P3 7.89889547600913, P4 5.53134614366926, 
  [*,1830] P1 5.12750491569475, P2 8.11721805559658, P3 7.90090524615112, P4 7.07889161620053, 
  [*,1831] P1 8.06689032069981, P2 10.4899841665279, P3 7.28519483000144, P4 5.95125817032548, 
  [*,1832] P1 7.00114798836863, P2 9.93033357836257, P3 6.08613616927474, P4 6.21833938625461, 
  [*,1833] P1 8.46391143077672, P2 7.23365972554927, P3 10.0437838637604, P4 6.53790529252835, 
  [*,1834] P1 6.33031299702335, P2 8.0210260461343, P3 5.11020904854867, P4 5.90011812883136, 
  [*,1835] P1 8.43847203954415, P2 9.03203220640153, P3 8.17390989805042, P4 5.6067742177913, 
  [*,1836] P1 7.93538957068189, P2 7.12218470972104, P3 7.22279436496424, P4 6.10633035407231, 
  [*,1837] P1 8.4370672380149, P2 8.93890300842276, P3 7.32948341517128, P4 7.13011664565412, 
  [*,1838] P1 9.94409203332107, P2 7.42213466534378, P3 6.67525048939745, P4 6.20311040401296, 
  [*,1839] P1 8.60096219950121, P2 8.84276028411483, P3 5.97684001051002, P4 6.29602876749937, 
  [*,1840] P1 5.30832008432557, P2 5.95484022069695, P3 8.75267225306803, P4 7.08930423046905, 
  [*,1841] P1 9.41808823322402, P2 6.19587882865279, P3 6.9597270578403, P4 6.62286325553778, 
  [*,1842] P1 8.46663704436138, P2 7.55284079657042, P3 9.28119591878773, P4 6.6806726648801, 
  [*,1843] P1 10.5282188305016, P2 6.30740728937834, P3 8.99369877021647, P4 5.67811254575686, 
  [*,1844] P1 6.14563261782703, P2 6.18738178603303, P3 8.3198545874134, P4 7.21564009528514, 
  [*,1845] P1 11.1128760114017, P2 6.2256080690184, P3 7.40849882244105, P4 5.25744017188937, 
  [*,1846] P1 7.00330916075058, P2 10.0738124738761, P3 6.66695671026133, P4 6.36848690947564, 
  [*,1847] P1 9.81749433322808, P2 10.3244595060637, P3 6.45087558531888, P4 5.27396947741671, 
  [*,1848] P1 10.6985100509368, P2 6.47256753032239, P3 8.43046775090541, P4 5.80863396934654, 
  [*,1849] P1 10.2335213291407, P2 7.2313763271103, P3 6.56761580479151, P4 5.47502734347784, 
  [*,1850] P1 10.2481290098894, P2 9.20691777320333, P3 7.89459819454532, P4 5.78655218001277, 
  [*,1851] P1 7.65205504488245, P2 9.50328158636911, P3 8.63903587713437, P4 6.77320255129372, 
  [*,1852] P1 8.05834343317268, P2 7.9349466241726, P3 9.44034189344486, P4 6.84434523878632, 
  [*,1853] P1 6.94648235005045, P2 7.59913724260401, P3 6.94749346583796, P4 6.32302081994095, 
  [*,1854] P1 10.2870133799161, P2 6.05904677638819, P3 6.95665176822125, P4 5.72987104465741, 
  [*,1855] P1 8.35825048200921, P2 7.70176415455885, P3 7.50721440275835, P4 6.92085939531312, 
  [*,1856] P1 5.46137873475432, P2 7.59967634296536, P3 7.55471119113681, P4 7.11883227103843, 
  [*,1857] P1 10.0357933733809, P2 7.58261811671432, P3 8.44050840190924, P4 6.0820800997055, 
  [*,1858] P1 10.0056832980248, P2 8.49028819120322, P3 5.20944017252531, P4 5.34603118248437, 
  [*,1859] P1 6.61833077747251, P2 6.83305096164328, P3 6.61389665097224, P4 6.71875439151118, 
  [*,1860] P1 9.62669158646223, P2 6.29725282794856, P3 8.75014292543606, P4 6.56628986091748, 
  [*,1861] P1 7.57636773807764, P2 6.40031950935678, P3 8.03811147205092, P4 6.2444798749616, 
  [*,1862] P1 5.48634370677545, P2 8.94548257898909, P3 7.24726246255141, P4 6.43366451446962, 
  [*,1863] P1 10.7663511712697, P2 5.07086234299617, P3 8.14437700712491, P4 6.58533928657962, 
  [*,1864] P1 7.90893361835743, P2 8.06247958672463, P3 9.0807914533131, P4 6.47314596243346, 
  [*,1865] P1 8.4430436475716, P2 10.0420615678251, P3 5.63630679117805, P4 5.54391452005247, 
  [*,1866] P1 7.73465054702369, P2 8.0669261037527, P3 7.98192012347949, P4 6.57128089650173, 
  [*,1867] P1 10.2460950736617, P2 7.28150732529682, P3 8.94390344385644, P4 5.93260489992547, 
  [*,1868] P1 6.74947963400805, P2 11.1870703566202, P3 8.79318877425575, P4 6.1898092216246, 
  [*,1869] P1 9.82234675361574, P2 11.5891986305028, P3 6.10530473581918, P4 5.21124142104343, 
  [*,1870] P1 5.61782784894105, P2 10.8571768295789, P3 5.39964795884409, P4 6.08349932892206, 
  [*,1871] P1 10.1133973234931, P2 8.60779343567296, P3 7.68022012112835, P4 5.64855449146929, 
  [*,1872] P1 8.69074353367184, P2 9.90295352096935, P3 8.27039293205416, P4 6.34194091474237, 
  [*,1873] P1 5.41982163125398, P2 7.04761623676315, P3 7.39356308698444, P4 7.08905070203714, 
  [*,1874] P1 8.30415185570372, P2 6.7319293896191, P3 8.12746635221678, P4 6.69798954539306, 
  [*,1875] P1 8.65136433515769, P2 10.3360746900446, P3 5.15405839868171, P4 5.81055333812485, 
  [*,1876] P1 9.43423002514542, P2 7.33523421204667, P3 6.5994085645141, P4 5.47472725706136, 
  [*,1877] P1 11.0929101323775, P2 6.39140843595035, P3 6.88661194877598, P4 6.47087090718386, 
  [*,1878] P1 6.83422663844963, P2 7.00433712095727, P3 6.95997367215204, P4 5.62164893128828, 
  [*,1879] P1 6.69919790569965, P2 10.5084849534818, P3 7.2034168301512, P4 6.29149230641724, 
  [*,1880] P1 6.19580644619249, P2 8.07178977573334, P3 8.74791074483197, P4 6.28095288709389, 
  [*,1881] P1 8.23555347512369, P2 5.79616643459665, P3 9.13354748708603, P4 6.68692789429998, 
  [*,1882] P1 6.49922579519896, P2 10.5013860006976, P3 6.55869999020299, P4 6.57075540750665, 
  [*,1883] P1 6.70292629436434, P2 6.09034807048912, P3 7.92292042234046, P4 6.41381304628557, 
  [*,1884] P1 6.99311186074158, P2 6.86749880499632, P3 7.72002777855902, P4 6.83010775356506, 
  [*,1885] P1 10.6240443758845, P2 8.51987489083199, P3 8.40707170133853, P4 5.62213852608968, 
  [*,1886] P1 8.71426737685798, P2 5.16695889965638, P3 9.83908452360245, P4 6.29810299544495, 
  [*,1887] P1 11.4441412211294, P2 10.5407712937679, P3 5.38549890408953, P4 5.33205850536859, 
  [*,1888] P1 10.4036332983531, P2 6.52847999598628, P3 6.74749108257157, P4 6.06815341928969, 
  [*,1889] P1 6.94063204079485, P2 5.77020979229512, P3 8.61975245839264, P4 6.8563806825311, 
  [*,1890] P1 8.94386564581573, P2 6.17469126638942, P3 10.0213000696495, P4 6.87068425958432, 
  [*,1891] P1 7.70502347854083, P2 11.1315111815753, P3 6.05896743876936, P4 5.77520615954634, 
  [*,1892] P1 7.5164680625829, P2 7.79040352430123, P3 6.32172048759917, P4 5.98111374253358, 
  [*,1893] P1 11.8843695526453, P2 8.25792706078432, P3 5.35953695650228, P4 5.43183748407876, 
  [*,1894] P1 7.36736577664424, P2 10.0380880654773, P3 6.37329917947442, P4 5.84153142519434, 
  [*,1895] P1 7.21548076063281, P2 11.5818287221745, P3 6.2808091236646, P4 5.55259898033718, 
  [*,1896] P1 6.86489954733867, P2 8.91467694724004, P3 8.78761005090355, P4 6.54376952638941, 
  [*,1897] P1 6.69967914288611, P2 8.54406256329824, P3 5.28472262723837, P4 5.79296699226026, 
  [*,1898] P1 8.45124032840062, P2 9.22142630488479, P3 5.00658971687512, P4 6.66146037867284, 
  [*,1899] P1 8.36747991193619, P2 6.50930955048719, P3 9.90303108183258, P4 7.10751170023972, 
  [*,1900] P1 5.89409430653173, P2 9.09859066141785, P3 6.31260876181125, P4 6.50934211694433, 
  [*,1901] P1 9.05240160981537, P2 6.1799637218033, P3 8.25959306300941, P4 6.32139654122333, 
  [*,1902] P1 8.79320554575562, P2 7.56888736451528, P3 6.33028201899654, P4 5.94825459621743, 
  [*,1903] P1 11.7397624600574, P2 8.42951116509495, P3 5.20034053785257, P4 5.74810417219671, 
  [*,1904] P1 8.15194320552546, P2 6.12406550382073, P3 6.45406638242733, P4 6.38963365136952, 
  [*,1905] P1 11.5276675599149, P2 6.61826206222517, P3 7.43098335067201, P4 5.39480038654981, 
  [*,1906] P1 8.11693526801856, P2 9.37554932409342, P3 5.37081379177644, P4 5.71727738226498, 
  [*,1907] P1 11.4630624650388, P2 10.4303399676164, P3 6.36261879396362, P4 5.47596423053038, 
  [*,1908] P1 7.77937087914002, P2 9.02661214724312, P3 6.68722411259672, P4 6.54888630552813, 
  [*,1909] P1 6.96658401959086, P2 11.2256458427929, P3 9.85552004693272, P4 6.19892012313405, 
  [*,1910] P1 10.2257229260901, P2 11.8772050416413, P3 5.68437874628735, P4 5.02381313102168, 
  [*,1911] P1 7.69027382113915, P2 6.84809051969705, P3 8.05882358409904, P4 6.3753520649836, 
  [*,1912] P1 6.22696045676104, P2 7.84131382104244, P3 7.39887697462191, P4 5.77568655221763, 
  [*,1913] P1 8.98341874687978, P2 7.76680554410027, P3 9.21385080468839, P4 6.55547531699291, 
  [*,1914] P1 5.80570264155172, P2 7.55613446004093, P3 6.5454437626832, P4 5.74516259234674, 
  [*,1915] P1 9.28136879575709, P2 6.12733419290979, P3 8.39785183371233, P4 6.49616417731204, 
  [*,1916] P1 9.58839405677909, P2 7.91605069848639, P3 9.0658411994234, P4 6.42619348579148, 
  [*,1917] P1 10.0961627860975, P2 6.66709412679764, P3 7.86731601214629, P4 6.54517395858504, 
  [*,1918] P1 11.6951556731828, P2 7.38902205443472, P3 7.24490505495532, P4 5.2460621828137, 
  [*,1919] P1 11.208887722304, P2 5.85422120826236, P3 7.11307640692839, P4 5.82732595223819, 
  [*,1920] P1 5.36562258938406, P2 6.4379742138786, P3 9.88304220533807, P4 7.69586013307215, 
  [*,1921] P1 6.97309883098437, P2 9.24217039501893, P3 7.56179742538434, P4 7.39118540093611, 
  [*,1922] P1 10.4909285101774, P2 6.02982331570866, P3 8.5624501463976, P4 6.83310355126707, 
  [*,1923] P1 11.6070622034928, P2 5.65794777950529, P3 7.745469474804, P4 5.52672610951147, 
  [*,1924] P1 6.54954095374463, P2 7.68251020971729, P3 8.89185738270558, P4 6.37772072578363, 
  [*,1925] P1 8.14256884907865, P2 8.74279134714507, P3 6.28453048819252, P4 6.24583230878328, 
  [*,1926] P1 10.172300058357, P2 7.48432676232575, P3 8.42054465592528, P4 5.9776324433079, 
  [*,1927] P1 11.5886176283713, P2 9.57524318047877, P3 6.28843430132464, P4 5.62349120248283, 
  [*,1928] P1 9.57089233213098, P2 6.13205917359183, P3 7.99170045641601, P4 5.92271653748384, 
  [*,1929] P1 9.54523673628478, P2 6.20263448641579, P3 8.95567582176641, P4 6.40479831749306, 
  [*,1930] P1 7.22372550531785, P2 10.5701205022056, P3 5.90244739886374, P4 5.264800958713, 
  [*,1931] P1 6.72883880327801, P2 10.0672913753288, P3 6.66901664999642, P4 6.15759162550305, 
  [*,1932] P1 9.50322809449243, P2 5.84020776567954, P3 9.83416410304198, P4 6.75621301392801, 
  [*,1933] P1 8.83186003781724, P2 9.28391953030367, P3 7.97035089977886, P4 6.41817959973742, 
  [*,1934] P1 5.52676414913707, P2 7.65554418519332, P3 7.10384735118192, P4 6.47862916416792, 
  [*,1935] P1 10.7659879488868, P2 8.72636608384992, P3 7.33304719568004, P4 5.78667269228914, 
  [*,1936] P1 10.4134459277576, P2 7.58874035335275, P3 8.9259294640616, P4 6.13604440626512, 
  [*,1937] P1 9.83596389436292, P2 6.7585936016129, P3 8.4443452945523, P4 6.12190463025498, 
  [*,1938] P1 8.40084775962905, P2 8.02380005441555, P3 5.98370611297104, P4 5.62868331670599, 
  [*,1939] P1 5.16147358815178, P2 10.3579149467661, P3 6.57309490759504, P4 5.84356725231308, 
  [*,1940] P1 7.24612943867544, P2 9.31299341429123, P3 8.47871535971887, P4 5.75897159911968, 
  [*,1941] P1 7.74075981411897, P2 7.88525349622653, P3 8.21435681120947, P4 6.57046163780916, 
  [*,1942] P1 10.9965442782311, P2 5.24628461003457, P3 7.32589718374627, P4 6.45221035304048, 
  [*,1943] P1 6.56036977235613, P2 8.34219679205142, P3 7.97697501773486, P4 6.87724818518889, 
  [*,1944] P1 9.00845399758221, P2 8.42001309933667, P3 9.1890582913945, P4 6.29003465086541, 
  [*,1945] P1 10.3594541009929, P2 6.67221590759501, P3 5.89429850487739, P4 5.33347547723285, 
  [*,1946] P1 9.41835073771558, P2 9.50654263501504, P3 5.10502429330725, P4 5.41296570219824, 
  [*,1947] P1 5.82680272194336, P2 5.22487196091279, P3 6.36014172938944, P4 6.8581480724214, 
  [*,1948] P1 7.52005764780903, P2 11.6287262549182, P3 5.45964054848931, P4 5.17740565691875, 
  [*,1949] P1 11.7707845511838, P2 7.76299463935289, P3 5.64239390341682, P4 5.51554003921032, 
  [*,1950] P1 6.09128211815243, P2 7.54230402574631, P3 6.9206204550511, P4 7.08761606840877, 
