param revenue :=
  [*,1] P1 7.49203628371034, P2 7.54716551370978, P3 8.62885703549665, P4 6.65308821662005, 
  [*,1007] P1 11.9737347011294, P2 7.26856318380825, P3 6.98188339945054, P4 5.86378326299704, 
  [*,1008] P1 9.54632762454245, P2 9.37450562016796, P3 8.15091022606305, P4 6.49940351674432, 
  [*,1009] P1 7.97152393128314, P2 7.32511256391731, P3 8.9345723520563, P4 6.61021741062192, 
  [*,1010] P1 6.67100946259528, P2 9.69315501196379, P3 8.06554726151551, P4 5.83272044103272, 
  [*,1011] P1 8.6781816350598, P2 7.44901184156964, P3 7.98738573653414, P4 5.36090338299263, 
  [*,1012] P1 11.4762317738451, P2 10.0367369067274, P3 8.91718405733352, P4 5.33486608678303, 
  [*,1013] P1 8.18206195581654, P2 8.69238797227335, P3 6.25765112726705, P4 6.10020423185928, 
  [*,1014] P1 5.72817416468379, P2 8.01017480122808, P3 6.78151919694021, P4 6.8113188618959, 
  [*,1015] P1 6.83132265951988, P2 5.43708529948734, P3 8.60837956431345, P4 6.84041271102107, 
  [*,1016] P1 10.1729383379353, P2 5.51732166540446, P3 7.12856445258157, P4 6.44338522039234, 
  [*,1017] P1 8.10316956898948, P2 7.00481511210356, P3 10.2128506697472, P4 6.68980435720847, 
  [*,1018] P1 9.15733821419641, P2 5.42312672157236, P3 6.57552318833177, P4 6.06026784846625, 
  [*,1019] P1 8.79430621470411, P2 8.50627152577697, P3 7.39988348030681, P4 5.8644346121265, 
  [*,1020] P1 9.91455944500039, P2 6.32127622644527, P3 8.72056145739732, P4 6.55945283935482, 
  [*,1021] P1 8.7741052974043, P2 9.86424935977112, P3 5.45813878678601, P4 5.51426821253908, 
  [*,1022] P1 10.1874728474638, P2 9.90734951330035, P3 6.48173975118199, P4 6.41597847256703, 
  [*,1023] P1 11.6632640544187, P2 5.75114655391994, P3 7.91640459449029, P4 5.16162368460008, 
  [*,1024] P1 8.95616132964044, P2 6.42146787777018, P3 5.39897807032969, P4 5.48582192222634, 
  [*,1025] P1 7.87142779762724, P2 10.2488505971824, P3 5.90381776230819, P4 6.14339985071781, 
  [*,1026] P1 5.86826547750842, P2 10.7271143362964, P3 9.00782111635544, P4 6.16620763405621, 
  [*,1027] P1 9.90767880351244, P2 8.48272384683729, P3 5.24849514098887, P4 5.68482752658597, 
  [*,1028] P1 6.23569372121688, P2 10.4283199756087, P3 7.85616716042585, P4 6.8019578249574, 
  [*,1029] P1 7.00581284182136, P2 10.3784034385971, P3 6.29043133555603, P4 5.98026516968617, 
  [*,1030] P1 9.78943852235766, P2 8.44581859566918, P3 5.96083027330197, P4 5.96894586629769, 
  [*,1031] P1 9.04554708073501, P2 5.92514947294601, P3 10.4127384237626, P4 6.41412072045771, 
  [*,1032] P1 10.9338741542249, P2 9.63129199420092, P3 5.33390673995564, P4 5.64319843621811, 
  [*,1033] P1 7.56904595465696, P2 9.59505256709143, P3 7.54942995828438, P4 5.44469309489488, 
  [*,1034] P1 10.3158172542113, P2 5.23379435334342, P3 8.74207959629068, P4 6.20922255504289, 
  [*,1035] P1 6.43581501919327, P2 7.52459141571458, P3 6.83167121305181, P4 6.34533330758544, 
  [*,1036] P1 8.71086438683254, P2 5.52856046410766, P3 5.32496184070005, P4 5.60398963640329, 
  [*,1037] P1 7.63711279504358, P2 10.148759595373, P3 7.01054385760284, P4 6.61105103206663, 
  [*,1038] P1 6.9864281548899, P2 10.1639873966791, P3 6.1166294846575, P4 5.78515327174342, 
  [*,1039] P1 9.83147638359988, P2 8.69508237737436, P3 6.57952221333665, P4 5.91376440237189, 
  [*,1040] P1 10.2235784491667, P2 8.82470439551904, P3 5.03256695145231, P4 5.54944082904825, 
  [*,1041] P1 9.12691923924537, P2 10.2754473568014, P3 6.98358372103337, P4 6.23448375418563, 
  [*,1042] P1 8.24714617596318, P2 7.24710969944172, P3 7.33546337213399, P4 6.16071461388733, 
  [*,1043] P1 11.7423706254776, P2 6.42806866708457, P3 8.45771129005225, P4 6.33443583228236, 
  [*,1044] P1 10.6414456399259, P2 8.33609541508119, P3 5.02355552764866, P4 5.52848926394689, 
  [*,1045] P1 6.59210321645478, P2 6.79174658334816, P3 10.6890326609199, P4 6.37252615775621, 
  [*,1046] P1 7.76029620272578, P2 8.74994207502739, P3 6.17077043987863, P4 5.39959617938773, 
  [*,1047] P1 8.10876971290911, P2 7.53070846913316, P3 7.42375652955582, P4 6.64847700386041, 
  [*,1048] P1 11.268480492439, P2 8.46822726064201, P3 5.41225477810525, P4 5.51193945498602, 
  [*,1049] P1 8.83511145343806, P2 9.12456757294841, P3 10.2775412753844, P4 5.42093060910038, 
  [*,1050] P1 7.52869596011758, P2 5.13717420804792, P3 8.63963799727418, P4 6.59895169184231, 
  [*,1051] P1 11.0656147058824, P2 5.85270805442258, P3 6.30880787534114, P4 6.18673509969029, 
  [*,1052] P1 9.79811714903062, P2 9.02663888187886, P3 6.39557115299794, P4 5.43403137920084, 
  [*,1053] P1 11.8552431516608, P2 8.87376433901047, P3 5.67786366146563, P4 5.25609150504609, 
  [*,1054] P1 11.5714465252911, P2 6.5479758405859, P3 7.8476027265402, P4 5.98725677774804, 
  [*,1055] P1 10.5707298509155, P2 7.05146511106665, P3 6.1528200398787, P4 5.8337282065466, 
  [*,1056] P1 8.40189637349175, P2 7.97912945581111, P3 6.17182956029971, P4 5.98935063014229, 
  [*,1057] P1 9.08139034826958, P2 8.95226841428615, P3 5.63541795905323, P4 5.83911962785929, 
  [*,1058] P1 6.78054117791066, P2 5.46137028264183, P3 6.93156077667652, P4 6.55385419874502, 
  [*,1059] P1 8.21110436198964, P2 6.50687523909145, P3 6.47292249185383, P4 6.08895881711919, 
  [*,1060] P1 8.83881075712856, P2 5.93996858563318, P3 7.83795708043357, P4 5.43259515390729, 
  [*,1061] P1 9.33873939106259, P2 10.5860897475228, P3 7.26943182371821, P4 5.50707317653562, 
  [*,1062] P1 8.73177450291101, P2 6.59626925159613, P3 5.14561064691144, P4 6.22074622331937, 
  [*,1063] P1 8.81228501536311, P2 10.3003081936975, P3 6.91373397383724, P4 5.90399575743411, 
  [*,1064] P1 8.74819943087849, P2 8.71517962275426, P3 9.05633781664037, P4 6.48475605265441, 
  [*,1065] P1 7.00378108537384, P2 6.21699720965913, P3 7.23099705087827, P4 6.08464546678834, 
  [*,1066] P1 6.36132584638393, P2 5.96117842560593, P3 9.02212860914582, P4 7.14765290033724, 
  [*,1067] P1 9.99734893051355, P2 5.47987867972355, P3 7.78432206242527, P4 6.24184114576022, 
  [*,1068] P1 10.359804556496, P2 8.45962429652038, P3 7.09479214844382, P4 6.33984610108299, 
  [*,1069] P1 6.56011710008836, P2 11.8055354023405, P3 5.44032777023894, P4 5.56451787117596, 
  [*,1070] P1 7.866840624571, P2 8.14935223084134, P3 6.07195042865936, P4 6.82470680807799, 
  [*,1071] P1 6.79648677880211, P2 11.0423156010947, P3 6.06281366830708, P4 5.59768987507046, 
  [*,1072] P1 11.7697216485604, P2 7.75878435365615, P3 6.87246017164982, P4 6.00084670512034, 
  [*,1073] P1 11.8280834953425, P2 7.07243367831278, P3 7.94925196963007, P4 5.05837555756405, 
  [*,1074] P1 11.9504973014373, P2 5.69301770395246, P3 6.21014173174361, P4 5.63456979019113, 
  [*,1075] P1 9.41427400230333, P2 7.14018201909609, P3 7.04006738533276, P4 5.78019302862071, 
  [*,1076] P1 10.3580519356225, P2 5.81982279141856, P3 7.13979887102668, P4 6.16923632591961, 
  [*,1077] P1 5.31632932501322, P2 5.10424334406676, P3 9.82743276234866, P4 7.29701312706256, 
  [*,1078] P1 7.38860739102192, P2 8.48525168580251, P3 7.67880482669723, P4 6.04715558662255, 
  [*,1079] P1 5.76075606221087, P2 8.98825674462501, P3 6.53616476956699, P4 7.04873323080539, 
  [*,1080] P1 9.1681774683838, P2 5.04980143017153, P3 8.75379814513512, P4 6.41108480891924, 
  [*,1081] P1 7.98777667575574, P2 9.17896703468127, P3 5.69591073984967, P4 5.28507612634527, 
  [*,1082] P1 9.65274406927875, P2 6.78365482329655, P3 8.02145211602901, P4 6.06860280266477, 
  [*,1083] P1 7.59376228305785, P2 8.79130128844589, P3 5.49051240478363, P4 6.66861942078676, 
  [*,1084] P1 5.02181932500842, P2 7.05635025315408, P3 8.78906160561371, P4 7.16531877942175, 
  [*,1085] P1 11.9800331834188, P2 6.5306253519, P3 6.78865554484418, P4 5.46934307718166, 
  [*,1086] P1 11.5080144147625, P2 8.5782926944449, P3 6.36494376570664, P4 6.18468220380414, 
  [*,1087] P1 9.04695859686983, P2 7.4489730466003, P3 8.48280866464695, P4 5.81238872823339, 
  [*,1088] P1 7.75204498118291, P2 8.18638143286436, P3 7.11677690205607, P4 6.33128616743812, 
  [*,1089] P1 7.85735955837707, P2 8.67758513432696, P3 6.17671538099957, P4 6.88340318297531, 
  [*,1090] P1 8.91856368864789, P2 6.32681179701841, P3 7.98621572248018, P4 5.52018964462477, 
  [*,1091] P1 9.36207940832172, P2 7.66846306854407, P3 7.58829451312792, P4 5.82173566641033, 
  [*,1092] P1 10.3498109362218, P2 5.40020992114946, P3 7.28164179915196, P4 5.11127797450926, 
  [*,1093] P1 11.485404960839, P2 6.94559935515349, P3 5.88759559572938, P4 5.2138938306442, 
  [*,1094] P1 6.12848603015444, P2 6.94180338912403, P3 9.19535518867009, P4 7.10035829486859, 
  [*,1095] P1 9.50167720613372, P2 5.64439350356648, P3 7.48927692922277, P4 7.23269860341705, 
  [*,1096] P1 10.1142721746176, P2 7.22930831168601, P3 7.58963828455433, P4 5.24766541076459, 
  [*,1097] P1 10.2908300343058, P2 8.00612339136285, P3 7.52167221256503, P4 5.50985120554908, 
  [*,1098] P1 5.73742707178331, P2 8.86630475439947, P3 7.14226471065163, P4 6.22301073215929, 
  [*,1099] P1 7.45931432455722, P2 5.29111848861336, P3 10.5555782560433, P4 7.14988992593572, 
  [*,1100] P1 8.78447743505394, P2 9.49191624689561, P3 5.81439182519345, P4 6.52534218714106, 
  [*,1101] P1 8.97815304268986, P2 8.23428385455054, P3 6.78284266940121, P4 6.19489091799589, 
  [*,1102] P1 5.3205025143939, P2 6.7655981540711, P3 9.87604929930686, P4 7.55561377323136, 
  [*,1103] P1 5.10907960770294, P2 10.7004900388203, P3 6.3807673164736, P4 6.79100058437946, 
  [*,1104] P1 6.56407511035724, P2 7.21143240011062, P3 9.43743727747679, P4 6.63104982167138, 
  [*,1105] P1 7.67560669724428, P2 8.1270179655568, P3 7.03185208979533, P4 6.82431250279285, 
  [*,1106] P1 6.21389151033383, P2 8.08535921170358, P3 5.42606014560762, P4 6.61704264557795, 
  [*,1107] P1 6.32858609028677, P2 8.67554135786708, P3 6.57275997590281, P4 6.64764545696529, 
  [*,1108] P1 5.54298845460732, P2 10.7762497757742, P3 6.5149594949089, P4 5.74575249811369, 
  [*,1109] P1 7.64759616620061, P2 8.25928606103302, P3 7.23541917990412, P4 6.16865348523187, 
  [*,1110] P1 11.8786671859822, P2 6.52207648483237, P3 7.33625704784319, P4 5.67628796613982, 
  [*,1111] P1 10.0080824875141, P2 7.22765091821583, P3 7.19922065734332, P4 5.71979099843209, 
  [*,1112] P1 10.0005452434736, P2 11.5196199776667, P3 6.03603910436906, P4 6.06591845080674, 
  [*,1113] P1 10.4483870707682, P2 6.79669259552265, P3 7.23601777222648, P4 6.19233947760535, 
  [*,1114] P1 10.5736549546443, P2 10.9548269171526, P3 9.8567048586458, P4 6.34529023659431, 
  [*,1115] P1 9.45127036594146, P2 6.60184191541378, P3 7.38640712308357, P4 6.55684114022513, 
  [*,1116] P1 5.87482074286796, P2 10.1260475757377, P3 5.58959465526318, P4 6.11891635241223, 
  [*,1117] P1 8.69633333513253, P2 5.8548589737295, P3 9.03786928096706, P4 7.04420511450052, 
  [*,1118] P1 7.12035907217537, P2 7.42518093264241, P3 6.76435273420731, P4 6.086596072315, 
  [*,1119] P1 9.88578027642786, P2 8.90244720783381, P3 6.94130282714724, P4 6.0547681350069, 
  [*,1120] P1 6.79011384231692, P2 5.94678499709142, P3 7.35974392574721, P4 6.55175769939331, 
  [*,1121] P1 6.13083458175202, P2 10.2820321853308, P3 6.31283681377282, P4 6.25042137923578, 
  [*,1122] P1 6.99368466113292, P2 6.21261077535408, P3 10.5031518241675, P4 6.20273294992619, 
  [*,1123] P1 6.73128024172347, P2 6.62041629124284, P3 8.33619794359614, P4 6.65070461806295, 
  [*,1124] P1 8.77222197601062, P2 6.19722007830241, P3 8.26868573648041, P4 6.67698784950591, 
  [*,1125] P1 9.40790775896758, P2 6.02605155568329, P3 8.80286590977141, P4 5.71863513233394, 
  [*,1126] P1 8.91424533481435, P2 8.97986425094606, P3 8.50394138329124, P4 6.26388509123125, 
  [*,1127] P1 10.2047449631898, P2 7.24064142894752, P3 6.6762580094773, P4 5.33300422224611, 
  [*,1128] P1 5.53416712973885, P2 6.12042019270564, P3 5.73169909464648, P4 7.08985336931784, 
  [*,1129] P1 9.20535217072878, P2 5.86000978024352, P3 7.87501111913334, P4 6.00555159294468, 
  [*,1130] P1 6.48378998705809, P2 10.602814656729, P3 5.78431054085914, P4 5.75932949574564, 
  [*,1131] P1 8.49944993071765, P2 10.6989707732945, P3 5.26470767393312, P4 5.26380449722725, 
  [*,1132] P1 6.93893862908331, P2 5.03975041063805, P3 6.14732679794049, P4 7.08349446670052, 
  [*,1133] P1 8.11379138266892, P2 10.5452121917745, P3 7.87391192839997, P4 6.4034954152492, 
  [*,1134] P1 8.5726435803662, P2 10.1455495699316, P3 5.52574536151932, P4 6.4315158344719, 
  [*,1135] P1 5.47892362263197, P2 7.86953298090497, P3 6.05118959414248, P4 6.56089953642212, 
  [*,1136] P1 6.44727933337107, P2 8.00165281008696, P3 9.45269307896908, P4 6.73438222816011, 
  [*,1137] P1 8.16329756447213, P2 8.48216599089479, P3 8.94551074819851, P4 6.73839202515305, 
  [*,1138] P1 7.65463821885454, P2 7.75275229214673, P3 9.3387359009221, P4 6.25259751338129, 
  [*,1139] P1 9.88982963175154, P2 8.62783176555877, P3 7.74788991733095, P4 5.43080796595708, 
  [*,1140] P1 10.6471712302889, P2 8.48214669503799, P3 8.03874084774843, P4 5.92860497473003, 
  [*,1141] P1 10.7047270053743, P2 8.96239476223831, P3 8.33248508735727, P4 5.90346919833922, 
  [*,1142] P1 10.2319092873133, P2 6.10326584449619, P3 5.35723654336215, P4 6.69709847856967, 
  [*,1143] P1 10.8382782705372, P2 9.03046395297001, P3 9.38748497348516, P4 5.48450084906922, 
  [*,1144] P1 10.6377131321369, P2 7.78769549585625, P3 6.54947629798832, P4 6.02722799330804, 
  [*,1145] P1 6.6524785858829, P2 8.34351682827508, P3 7.10054843720451, P4 7.22868920204836, 
  [*,1146] P1 10.8718327090032, P2 6.15629992696272, P3 7.80757541989594, P4 6.15105127521882, 
  [*,1147] P1 5.27767343515153, P2 5.40964564777789, P3 8.09694375854318, P4 7.12037983090017, 
  [*,1148] P1 5.40928628478321, P2 10.2897481296702, P3 6.79807033786237, P4 7.18793395125586, 
  [*,1149] P1 8.76832077613066, P2 5.24183603811451, P3 6.1020121108317, P4 6.44794823878413, 
  [*,1150] P1 8.46819577586334, P2 5.15391996570419, P3 8.07607080276682, P4 6.23053015693051, 
  [*,1151] P1 7.64953168355679, P2 8.47200531928679, P3 8.52966885053548, P4 6.77362201471866, 
  [*,1152] P1 7.36187491129088, P2 9.23719985051128, P3 6.11329875030612, P4 5.30428139223661, 
  [*,1153] P1 7.85578565295416, P2 6.22514441655448, P3 8.3599329858093, P4 6.38113869017732, 
  [*,1154] P1 6.82250911110718, P2 5.34405478299625, P3 7.65666201304467, P4 6.25655673983232, 
  [*,1155] P1 9.44596871071625, P2 7.05198055118865, P3 6.42121792611864, P4 5.88865393201808, 
  [*,1156] P1 6.259345777414, P2 6.5093731888564, P3 7.655500776184, P4 6.95309919167292, 
  [*,1157] P1 7.53726498688256, P2 8.25341054632456, P3 9.30280803104141, P4 6.1191854709418, 
  [*,1158] P1 10.8272839882233, P2 6.27182783641254, P3 7.4887957965176, P4 5.7207043225617, 
  [*,1159] P1 11.2833310052342, P2 9.75763787766703, P3 7.02719316821568, P4 6.21293258494857, 
  [*,1160] P1 11.9340971762787, P2 8.83513632995148, P3 5.54391022879975, P4 5.41201907626866, 
  [*,1161] P1 5.5222700177456, P2 6.26850536903247, P3 6.32532190989453, P4 6.54749500785919, 
  [*,1162] P1 5.4323198457353, P2 5.39714902308825, P3 9.09043959543196, P4 7.11532819690517, 
  [*,1163] P1 7.57337869194756, P2 8.78523629022577, P3 8.71125379389795, P4 6.94618619814532, 
  [*,1164] P1 6.47878340231105, P2 5.48402865634408, P3 7.61993891923317, P4 6.82717784803078, 
  [*,1165] P1 11.1875829502751, P2 6.37262275396113, P3 9.10839370088741, P4 5.88050779287384, 
  [*,1166] P1 9.01224261624403, P2 5.36000796322738, P3 8.04622029285266, P4 6.11384804483849, 
  [*,1167] P1 6.78691635694497, P2 7.12821755199661, P3 9.4368095856498, P4 6.79611788444865, 
  [*,1168] P1 5.08915850189233, P2 6.48907695512766, P3 7.61190753369921, P4 6.28064905891435, 
  [*,1169] P1 9.44415394724676, P2 10.6079164042695, P3 7.02462759009698, P4 6.00471001497921, 
  [*,1170] P1 7.3490608561196, P2 6.40839703644919, P3 6.90776639677853, P4 6.34623190670371, 
  [*,1171] P1 9.0341936860067, P2 7.37235160603616, P3 7.01506486798366, P4 5.583729077007, 
  [*,1172] P1 11.9951015255042, P2 5.25452364456835, P3 9.20926229889262, P4 6.27381689344142, 
  [*,1173] P1 5.42813225450654, P2 9.47239157646661, P3 6.84246556498284, P4 6.99634252882842, 
  [*,1174] P1 7.13601628079929, P2 7.95762789685568, P3 6.61584872088993, P4 5.95568415536222, 
  [*,1175] P1 7.69484992626945, P2 10.9037420020708, P3 5.99845825392805, P4 5.9833022836887, 
  [*,1176] P1 7.6434834355691, P2 5.40307430312385, P3 6.16226534054497, P4 6.3627566095269, 
  [*,1177] P1 7.8238013191321, P2 5.16047754497909, P3 8.351762103297, P4 6.29022168156434, 
  [*,1178] P1 9.76290907173386, P2 8.82328352029424, P3 7.21787292804755, P4 5.92812645375382, 
  [*,1179] P1 9.66995783504565, P2 7.42610274929714, P3 6.81002426178589, P4 5.73769816732233, 
  [*,1180] P1 11.8670032638321, P2 7.69708465034229, P3 7.66437933975488, P4 5.64063777283287, 
  [*,1181] P1 7.21490167318489, P2 7.9262115879656, P3 7.85620735514404, P4 6.19778246929361, 
  [*,1182] P1 11.601031666169, P2 8.67477912645126, P3 8.85887135232707, P4 6.14166487628463, 
  [*,1183] P1 8.27929900583561, P2 11.5678825854158, P3 5.80809803218223, P4 5.67055087648794, 
  [*,1184] P1 8.21708268514566, P2 10.8368518809868, P3 8.49625188149, P4 5.90249042276284, 
  [*,1185] P1 6.86708081560794, P2 11.4003935742132, P3 5.77002679551474, P4 5.9324133581906, 
  [*,1186] P1 10.3439665133057, P2 6.62485541758937, P3 8.70650366961622, P4 5.33545963355861, 
  [*,1187] P1 10.7342774666459, P2 6.67112842417278, P3 7.32591782423078, P4 5.64846941482995, 
  [*,1188] P1 8.26836377856997, P2 8.4218868740113, P3 6.49204220403355, P4 5.69861564242204, 
  [*,1189] P1 8.04407402907862, P2 9.55990495158782, P3 5.09094777747306, P4 6.37939226855157, 
  [*,1190] P1 9.415815050115, P2 6.53962658673888, P3 5.09668684565005, P4 6.36357458862603, 
  [*,1191] P1 9.88939082724275, P2 11.8617942751244, P3 5.57127958621853, P4 5.17620711336313, 
  [*,1192] P1 10.5570322045202, P2 6.38552279416372, P3 7.82727282359399, P4 5.62804896492821, 
  [*,1193] P1 5.28422197758847, P2 7.03581029619611, P3 10.2340600318849, P4 7.09483891309693, 
  [*,1194] P1 8.5528403464906, P2 8.90027445870147, P3 7.08627104543281, P4 6.58487202687119, 
  [*,1195] P1 11.0313890969982, P2 11.518083035848, P3 7.04996255001208, P4 5.26859199858468, 
  [*,1196] P1 8.25863619332697, P2 9.10912882960479, P3 7.10195760024515, P4 6.88993945053417, 
  [*,1197] P1 9.9387048025317, P2 6.86945867039608, P3 6.86982472605824, P4 5.70924681720657, 
  [*,1198] P1 9.80068195277248, P2 7.75007145743545, P3 5.35620705747925, P4 6.04954265217467, 
  [*,1199] P1 7.72052972464914, P2 8.04971838505595, P3 7.30575351081458, P4 5.58198154067874, 
  [*,1200] P1 10.2684569492169, P2 9.40171536351287, P3 7.30102615961488, P4 5.97437795257707, 
  [*,1201] P1 5.81659767700831, P2 7.17781638230358, P3 8.33385482650321, P4 7.28639343236268, 
  [*,1202] P1 6.19157120361256, P2 8.59004709102503, P3 5.6605063300052, P4 6.88919455726942, 
  [*,1203] P1 5.8044643523073, P2 5.03973315993441, P3 7.05445690267617, P4 7.52545888273338, 
  [*,1204] P1 9.17808845679957, P2 8.48615785449566, P3 6.25445463760285, P4 5.29148812894402, 
  [*,1205] P1 6.91792430408389, P2 5.29735388025044, P3 8.95756771720395, P4 7.12440148845701, 
  [*,1206] P1 10.0747605035193, P2 10.6699759895829, P3 6.08984515832254, P4 5.33952311634269, 
  [*,1207] P1 10.1879279258896, P2 5.33742393404469, P3 5.43067693458721, P4 5.10878512902779, 
  [*,1208] P1 10.676702558224, P2 7.96371467374417, P3 7.48146010024872, P4 5.19656980094278, 
  [*,1209] P1 10.1162982054426, P2 7.30784222899432, P3 8.15506246258644, P4 6.49809086017161, 
  [*,1210] P1 7.41668493862802, P2 7.33610294122921, P3 8.87376133186987, P4 6.35703001568405, 
  [*,1211] P1 10.4964174245892, P2 7.64586162123755, P3 9.35971262782867, P4 6.44343001650382, 
  [*,1212] P1 8.08991004848048, P2 6.96009772767835, P3 9.02860630331392, P4 6.09145365918317, 
  [*,1213] P1 8.59774299969085, P2 5.63999215309413, P3 10.603827170354, P4 5.71189648277923, 
  [*,1214] P1 6.18168478145117, P2 5.52900416083314, P3 5.54315815612749, P4 5.7263758914641, 
  [*,1215] P1 11.3757581351156, P2 7.65746522794911, P3 6.66708272280081, P4 6.08793969613758, 
  [*,1216] P1 8.28672058039394, P2 9.30939306623416, P3 7.4292896685695, P4 6.47436301141434, 
  [*,1217] P1 7.03002349210294, P2 7.74681115003919, P3 5.30759026653778, P4 6.09032374701978, 
  [*,1218] P1 10.4267915528391, P2 5.48057292219963, P3 9.04773530487125, P4 6.33125468983807, 
  [*,1219] P1 5.52271080050382, P2 8.53082874299033, P3 9.39244039979682, P4 6.5282080309097, 
  [*,1220] P1 6.27432679379335, P2 5.3321037432618, P3 7.68476144537673, P4 6.31933544927687, 
  [*,1221] P1 8.83752606584204, P2 7.34006484977592, P3 8.49230531006568, P4 5.41646416118094, 
  [*,1222] P1 10.9874048953306, P2 9.09321300037873, P3 5.96110907961115, P4 5.05997616288572, 
  [*,1223] P1 6.63778508738106, P2 8.75891990860413, P3 6.38960374463078, P4 6.21249860330503, 
  [*,1224] P1 6.09556316671086, P2 8.70346984983232, P3 5.33646915872701, P4 6.43738628972005, 
  [*,1225] P1 9.90980875344603, P2 7.7837923087399, P3 7.6023061955033, P4 5.15702966649933, 
  [*,1226] P1 7.15997874839779, P2 9.02214025582258, P3 7.41917097818307, P4 7.16500465879617, 
  [*,1227] P1 9.73495484011695, P2 6.51314475832718, P3 5.25404640895575, P4 5.86305229279216, 
  [*,1228] P1 6.54344959998033, P2 6.54419861033425, P3 6.9471206544871, P4 6.47477720345733, 
  [*,1229] P1 9.18309038115124, P2 7.30501302424904, P3 7.82368187187678, P4 5.32031742291747, 
  [*,1230] P1 9.36757040083962, P2 5.03049457963089, P3 8.198820950397, P4 5.58015176209634, 
  [*,1231] P1 8.66036784140147, P2 8.98195968244281, P3 6.35697614759106, P4 5.90258521577648, 
  [*,1232] P1 7.31784958815945, P2 5.93456022654874, P3 8.74690563076733, P4 6.6872172270897, 
  [*,1233] P1 7.53369131170152, P2 9.70537846623612, P3 5.72966578406206, P4 6.27341424186142, 
  [*,1234] P1 5.5617709102856, P2 5.44620527726264, P3 8.94433522577625, P4 6.69361397724945, 
  [*,1235] P1 9.59432514450467, P2 6.82242669312746, P3 6.97327935564375, P4 5.41883189805397, 
  [*,1236] P1 9.74478194976938, P2 5.31094916100026, P3 8.63463223795641, P4 5.89709973211074, 
  [*,1237] P1 7.87801912482291, P2 8.96509670400923, P3 7.56862353714235, P4 6.19034191562553, 
  [*,1238] P1 8.61550709711553, P2 5.45002355091339, P3 8.45421647534456, P4 5.98592849937914, 
  [*,1239] P1 8.44813963350243, P2 9.60556526098973, P3 7.58886940242304, P4 5.53268841193393, 
  [*,1240] P1 5.23133500337163, P2 6.7425476084923, P3 7.03902450634104, P4 6.36433520070937, 
  [*,1241] P1 7.37947765871123, P2 9.12004970040481, P3 7.92401625411822, P4 6.47367209244879, 
  [*,1242] P1 7.63128413873082, P2 6.28504275169327, P3 8.8071543918299, P4 6.29477542373467, 
  [*,1243] P1 7.09233414881447, P2 11.8110366080395, P3 6.49054030567514, P4 5.93362522976085, 
  [*,1244] P1 7.16884326768252, P2 11.1133917992032, P3 7.23724249303849, P4 7.4380690176938, 
  [*,1245] P1 7.63474345914404, P2 8.01093462471136, P3 11.1873518548059, P4 6.40420233038814, 
  [*,1246] P1 6.64481590821736, P2 8.28221135535698, P3 7.67748788658481, P4 6.92587485162565, 
  [*,1247] P1 10.9359607752849, P2 8.25591464172301, P3 6.03710508522657, P4 5.02579369617668, 
  [*,1248] P1 10.7447663134344, P2 10.1596881231225, P3 6.27733043022956, P4 5.49295684121859, 
  [*,1249] P1 8.80997607396877, P2 6.32344030306477, P3 7.23776495849226, P4 6.71994732046593, 
  [*,1250] P1 8.43367799873909, P2 7.58875545872932, P3 7.63496651609829, P4 6.13019717740384, 
  [*,1251] P1 9.38812081874846, P2 7.13118374725516, P3 7.29161245927736, P4 6.84976039319637, 
  [*,1252] P1 10.4026812219297, P2 5.32521781553463, P3 6.21583547187339, P4 5.46247035542058, 
  [*,1253] P1 10.482787026917, P2 8.75666441984691, P3 6.69447403303027, P4 5.58866495047016, 
  [*,1254] P1 8.10228129732177, P2 7.07494028458967, P3 8.04125352753345, P4 5.9813095098905, 
  [*,1255] P1 9.71291141143546, P2 5.51334585964502, P3 7.46855501323179, P4 6.46371035145113, 
  [*,1256] P1 7.27961164876146, P2 10.4791218461371, P3 6.78398733744894, P4 6.46578906093349, 
  [*,1257] P1 5.01058924845043, P2 5.81643774604792, P3 9.33610791192001, P4 7.00424132917817, 
  [*,1258] P1 5.07853208505336, P2 6.85600463175783, P3 5.14010888768603, P4 6.85518501854303, 
  [*,1259] P1 11.4512705154631, P2 6.44442969623446, P3 6.92893847537309, P4 5.56828693703973, 
  [*,1260] P1 5.9696326984863, P2 8.03624031684923, P3 5.06604679520352, P4 6.09762045568584, 
  [*,1261] P1 6.96723825650261, P2 7.05667224904241, P3 8.55886623778646, P4 7.01154624307885, 
  [*,1262] P1 7.99710481284351, P2 10.5870389221887, P3 5.17334619173383, P4 6.69668997852086, 
  [*,1263] P1 10.2121295697228, P2 6.3051227074951, P3 6.14190252735247, P4 6.49393822438273, 
  [*,1264] P1 7.10216951240598, P2 5.83894766657084, P3 10.2195230551791, P4 6.41512447029629, 
  [*,1265] P1 6.28824552478908, P2 8.60492327060151, P3 5.42123254572977, P4 6.6339306663215, 
  [*,1266] P1 7.16564230428188, P2 9.32454902007988, P3 6.07135777521681, P4 5.59183781594894, 
  [*,1267] P1 6.93842380680036, P2 10.4805484916403, P3 7.50532905697306, P4 6.65751457061889, 
  [*,1268] P1 5.87073571409022, P2 9.27364527788076, P3 6.08982772590954, P4 5.70811673127602, 
  [*,1269] P1 7.30743738242418, P2 7.53171461239606, P3 9.94460264148263, P4 6.53028631107961, 
